Speaker_1; Male
MSP-PODCAST_0857_0867.wav;335
MSP-PODCAST_0857_0889.wav;335
MSP-PODCAST_0857_0926_0003.wav;335
MSP-PODCAST_0857_0926_0005.wav;335
MSP-PODCAST_0857_0932_0002.wav;335
MSP-PODCAST_0857_0932_0006.wav;335
MSP-PODCAST_0857_0934.wav;335
MSP-PODCAST_0857_0957.wav;335
MSP-PODCAST_0857_1026.wav;335
MSP-PODCAST_0856_0040_0001.wav;335
MSP-PODCAST_0856_0040_0003.wav;335
MSP-PODCAST_0856_0049.wav;335
MSP-PODCAST_0856_0072_0003.wav;335
MSP-PODCAST_0856_0086_0001.wav;335
MSP-PODCAST_0856_0088.wav;335
MSP-PODCAST_0856_0129.wav;335
MSP-PODCAST_0856_0141.wav;335
MSP-PODCAST_0856_0168_0002.wav;335
MSP-PODCAST_0856_0172.wav;335
MSP-PODCAST_0856_0183_0002.wav;335
MSP-PODCAST_0856_0183_0004.wav;335
MSP-PODCAST_0856_0194.wav;335
MSP-PODCAST_0856_0208.wav;335
MSP-PODCAST_0856_0217.wav;335
MSP-PODCAST_0856_0223.wav;335
MSP-PODCAST_0856_0230_0004.wav;335
MSP-PODCAST_0856_0234_0002.wav;335
MSP-PODCAST_0856_0236_0001.wav;335
MSP-PODCAST_0856_0240_0007.wav;335
MSP-PODCAST_0856_0246.wav;335
MSP-PODCAST_0856_0249_0003.wav;335
MSP-PODCAST_0856_0249_0005.wav;335
MSP-PODCAST_0856_0255_0001.wav;335
MSP-PODCAST_0856_0258_0001.wav;335
MSP-PODCAST_0856_0258_0003.wav;335
MSP-PODCAST_0856_0258_0006.wav;335
MSP-PODCAST_0856_0271.wav;335
MSP-PODCAST_0856_0315_0002.wav;335
MSP-PODCAST_0856_0315_0005.wav;335
MSP-PODCAST_0856_0339.wav;335
MSP-PODCAST_0856_0346.wav;335
MSP-PODCAST_0856_0373.wav;335
MSP-PODCAST_0856_0376.wav;335
MSP-PODCAST_0856_0388.wav;335
MSP-PODCAST_0856_0481_0004.wav;335
MSP-PODCAST_0856_0523.wav;335
MSP-PODCAST_0856_0559.wav;335
MSP-PODCAST_0856_0561_0001.wav;335
MSP-PODCAST_0856_0561_0002.wav;335
MSP-PODCAST_0856_0565_0002.wav;335
MSP-PODCAST_0856_0565_0006.wav;335
MSP-PODCAST_0856_0572_0003.wav;335
MSP-PODCAST_0856_0588_0003.wav;335
MSP-PODCAST_0856_0601.wav;335
MSP-PODCAST_0856_0651_0002.wav;335
MSP-PODCAST_0856_0657.wav;335
MSP-PODCAST_0856_0659.wav;335
MSP-PODCAST_0856_0666.wav;335
MSP-PODCAST_0856_0677.wav;335
MSP-PODCAST_0856_0703.wav;335
MSP-PODCAST_0856_0709.wav;335
MSP-PODCAST_0856_0768.wav;335
MSP-PODCAST_0856_0772_0007.wav;335
MSP-PODCAST_0856_0778.wav;335
MSP-PODCAST_0856_0790.wav;335
MSP-PODCAST_0856_0803.wav;335
MSP-PODCAST_0856_0860.wav;335
MSP-PODCAST_0856_0895.wav;335
MSP-PODCAST_0856_0921.wav;335
MSP-PODCAST_0856_0923.wav;335
MSP-PODCAST_0856_0927.wav;335
MSP-PODCAST_0856_0939.wav;335
MSP-PODCAST_0856_0960.wav;335
MSP-PODCAST_0856_0966_0003.wav;335
MSP-PODCAST_0856_0986.wav;335
MSP-PODCAST_0856_1002_0001.wav;335
MSP-PODCAST_0856_1043.wav;335
MSP-PODCAST_1529_0056.wav;335
MSP-PODCAST_1529_0106.wav;335
MSP-PODCAST_1529_0121.wav;335
MSP-PODCAST_1529_0122.wav;335
MSP-PODCAST_1529_0141.wav;335
MSP-PODCAST_1529_0170.wav;335
MSP-PODCAST_1529_0172.wav;335
MSP-PODCAST_1529_0177.wav;335
MSP-PODCAST_1529_0195.wav;335
MSP-PODCAST_1529_0235.wav;335
MSP-PODCAST_1530_0012.wav;335
MSP-PODCAST_1530_0013.wav;335
MSP-PODCAST_1530_0095.wav;335
MSP-PODCAST_1530_0149.wav;335
MSP-PODCAST_1530_0020_0003.wav;335
MSP-PODCAST_1530_0020_0005.wav;335
MSP-PODCAST_1530_0039_0002.wav;335
MSP-PODCAST_1530_0039_0003.wav;335
MSP-PODCAST_1530_0068_0002.wav;335
MSP-PODCAST_1530_0080_0001.wav;335
MSP-PODCAST_1530_0080_0002.wav;335
MSP-PODCAST_1530_0080_0005.wav;335
MSP-PODCAST_1530_0080_0006.wav;335
MSP-PODCAST_1530_0080_0007.wav;335
MSP-PODCAST_1530_0080_0009.wav;335
MSP-PODCAST_1530_0080_0013.wav;335
MSP-PODCAST_1530_0080_0016.wav;335
MSP-PODCAST_1530_0080_0017.wav;335
MSP-PODCAST_1530_0080_0020.wav;335
MSP-PODCAST_1530_0080_0022.wav;335
MSP-PODCAST_1530_0080_0024.wav;335
MSP-PODCAST_1530_0080_0026.wav;335
MSP-PODCAST_1530_0080_0027.wav;335
MSP-PODCAST_1530_0091_0004.wav;335
MSP-PODCAST_1530_0102_0002.wav;335
MSP-PODCAST_1530_0104_0001.wav;335
MSP-PODCAST_1530_0126_0003.wav;335
MSP-PODCAST_1530_0126_0004.wav;335
MSP-PODCAST_1530_0126_0005.wav;335
MSP-PODCAST_1530_0126_0006.wav;335
MSP-PODCAST_1530_0157_0003.wav;335
MSP-PODCAST_1530_0080_0003.wav;335
MSP-PODCAST_1530_0080_0015.wav;335
MSP-PODCAST_1530_0080_0023.wav;335
MSP-PODCAST_1530_0091_0002.wav;335
MSP-PODCAST_1529_0028_0004.wav;335
MSP-PODCAST_1529_0034_0001.wav;335
MSP-PODCAST_1529_0034_0004.wav;335
MSP-PODCAST_1529_0034_0005.wav;335
MSP-PODCAST_1529_0034_0006.wav;335
MSP-PODCAST_1529_0034_0008.wav;335
MSP-PODCAST_1529_0045_0001.wav;335
MSP-PODCAST_1529_0045_0008.wav;335
MSP-PODCAST_1529_0045_0011.wav;335
MSP-PODCAST_1529_0103_0006.wav;335
MSP-PODCAST_1529_0124_0001.wav;335
MSP-PODCAST_1529_0124_0007.wav;335
MSP-PODCAST_1529_0124_0008.wav;335
MSP-PODCAST_1529_0127_0001.wav;335
MSP-PODCAST_1529_0135.wav;335
MSP-PODCAST_1529_0145_0001.wav;335
MSP-PODCAST_1529_0174_0001.wav;335
MSP-PODCAST_1529_0174_0004.wav;335
MSP-PODCAST_1529_0174_0006.wav;335
MSP-PODCAST_1529_0185_0002.wav;335
MSP-PODCAST_1529_0185_0003.wav;335
MSP-PODCAST_1529_0185_0010.wav;335
MSP-PODCAST_1529_0185_0011.wav;335
MSP-PODCAST_1529_0185_0012.wav;335
MSP-PODCAST_1529_0185_0013.wav;335
MSP-PODCAST_1529_0196_0003.wav;335
MSP-PODCAST_1529_0217_0002.wav;335
MSP-PODCAST_1529_0217_0004.wav;335
MSP-PODCAST_1529_0217_0006.wav;335
MSP-PODCAST_1529_0217_0009.wav;335
MSP-PODCAST_1529_0219_0002.wav;335
MSP-PODCAST_1529_0242_0007.wav;335
MSP-PODCAST_1529_0244_0001.wav;335
MSP-PODCAST_1529_0244_0002.wav;335
MSP-PODCAST_1529_0244_0005.wav;335
MSP-PODCAST_1529_0254_0001.wav;335
MSP-PODCAST_1529_0254_0004.wav;335
MSP-PODCAST_1529_0254_0005.wav;335
MSP-PODCAST_0728_0001_0001.wav;350
MSP-PODCAST_0728_0023.wav;350
MSP-PODCAST_0728_0026_0001.wav;350
MSP-PODCAST_0728_0036_0001.wav;350
MSP-PODCAST_0728_0036_0003.wav;350
MSP-PODCAST_0728_0039.wav;350
MSP-PODCAST_0728_0047_0003.wav;350
MSP-PODCAST_0728_0058_0004.wav;350
MSP-PODCAST_0728_0063.wav;350
MSP-PODCAST_0728_0071_0003.wav;350
MSP-PODCAST_0728_0072_0002.wav;350
MSP-PODCAST_0728_0073_0001.wav;350
MSP-PODCAST_0728_0092_0003.wav;350
MSP-PODCAST_0728_0096.wav;350
MSP-PODCAST_0728_0102.wav;350
MSP-PODCAST_0728_0106.wav;350
MSP-PODCAST_0728_0107_0001.wav;350
MSP-PODCAST_0728_0110.wav;350
MSP-PODCAST_0728_0114.wav;350
MSP-PODCAST_0728_0117_0003.wav;350
MSP-PODCAST_0728_0131_0003.wav;350
MSP-PODCAST_0728_0137_0002.wav;350
MSP-PODCAST_0728_0142_0001.wav;350
MSP-PODCAST_0728_0143.wav;350
MSP-PODCAST_0728_0145.wav;350
MSP-PODCAST_0728_0152_0001.wav;350
MSP-PODCAST_0728_0155.wav;350
MSP-PODCAST_0728_0156_0001.wav;350
MSP-PODCAST_0728_0160.wav;350
MSP-PODCAST_0728_0163.wav;350
MSP-PODCAST_0728_0164.wav;350
MSP-PODCAST_0728_0168.wav;350
MSP-PODCAST_0728_0203.wav;350
MSP-PODCAST_0728_0206.wav;350
MSP-PODCAST_0728_0220_0004.wav;350
MSP-PODCAST_0728_0232_0004.wav;350
MSP-PODCAST_0728_0240.wav;350
MSP-PODCAST_0728_0250_0002.wav;350
MSP-PODCAST_0728_0253.wav;350
MSP-PODCAST_0728_0260.wav;350
MSP-PODCAST_0728_0267_0002.wav;350
MSP-PODCAST_0728_0275.wav;350
MSP-PODCAST_0728_0278_0002.wav;350
MSP-PODCAST_0728_0287.wav;350
MSP-PODCAST_0728_0288.wav;350
MSP-PODCAST_0728_0303_0001.wav;350
MSP-PODCAST_0728_0307.wav;350
MSP-PODCAST_0728_0311_0001.wav;350
MSP-PODCAST_0728_0311_0003.wav;350
MSP-PODCAST_0728_0314_0004.wav;350
MSP-PODCAST_0728_0319_0002.wav;350
MSP-PODCAST_0728_0321_0002.wav;350
MSP-PODCAST_0728_0324_0004.wav;350
MSP-PODCAST_0728_0329_0003.wav;350
MSP-PODCAST_0728_0343.wav;350
MSP-PODCAST_0728_0353.wav;350
MSP-PODCAST_0728_0366_0001.wav;350
MSP-PODCAST_0728_0379_0001.wav;350
MSP-PODCAST_0728_0386.wav;350
MSP-PODCAST_0728_0392.wav;350
MSP-PODCAST_0052_0002.wav;43
MSP-PODCAST_0052_0031.wav;43
MSP-PODCAST_0052_0036.wav;43
MSP-PODCAST_0052_0041.wav;43
MSP-PODCAST_0052_0050.wav;43
MSP-PODCAST_0052_0055.wav;43
MSP-PODCAST_0052_0058.wav;43
MSP-PODCAST_0052_0066.wav;43
MSP-PODCAST_0052_0071.wav;43
MSP-PODCAST_0052_0094.wav;43
MSP-PODCAST_0052_0109.wav;43
MSP-PODCAST_0052_0135.wav;43
MSP-PODCAST_0052_0142.wav;43
MSP-PODCAST_0052_0147.wav;43
MSP-PODCAST_0052_0149.wav;43
MSP-PODCAST_0052_0162.wav;43
MSP-PODCAST_0052_0168.wav;43
MSP-PODCAST_0052_0173.wav;43
MSP-PODCAST_0052_0190.wav;43
MSP-PODCAST_0052_0213.wav;43
MSP-PODCAST_0052_0223.wav;43
MSP-PODCAST_0052_0229.wav;43
MSP-PODCAST_0052_0235.wav;43
MSP-PODCAST_0052_0242.wav;43
MSP-PODCAST_0052_0247.wav;43
MSP-PODCAST_0052_0262.wav;43
MSP-PODCAST_0052_0266.wav;43
MSP-PODCAST_0052_0275.wav;43
MSP-PODCAST_0052_0288.wav;43
MSP-PODCAST_0052_0304.wav;43
MSP-PODCAST_0052_0307.wav;43
MSP-PODCAST_0052_0314.wav;43
MSP-PODCAST_0052_0362.wav;43
MSP-PODCAST_0052_0365.wav;43
MSP-PODCAST_0052_0370.wav;43
MSP-PODCAST_0052_0382.wav;43
MSP-PODCAST_0052_0398.wav;43
MSP-PODCAST_0052_0403.wav;43
MSP-PODCAST_0052_0427.wav;43
MSP-PODCAST_0052_0438.wav;43
MSP-PODCAST_0052_0444.wav;43
MSP-PODCAST_0052_0456.wav;43
MSP-PODCAST_0052_0459.wav;43
MSP-PODCAST_0052_0464.wav;43
MSP-PODCAST_0052_0465.wav;43
MSP-PODCAST_0052_0469.wav;43
MSP-PODCAST_0052_0488.wav;43
MSP-PODCAST_0052_0514.wav;43
MSP-PODCAST_0052_0521.wav;43
MSP-PODCAST_0052_0534.wav;43
MSP-PODCAST_0052_0538.wav;43
MSP-PODCAST_0052_0555.wav;43
MSP-PODCAST_0052_0559.wav;43
MSP-PODCAST_0052_0591.wav;43
MSP-PODCAST_0052_0605.wav;43
MSP-PODCAST_0052_0621.wav;43
MSP-PODCAST_0052_0635.wav;43
MSP-PODCAST_0052_0646.wav;43
MSP-PODCAST_0052_0051.wav;43
MSP-PODCAST_0052_0152.wav;43
MSP-PODCAST_0052_0215.wav;43
MSP-PODCAST_0052_0248.wav;43
MSP-PODCAST_0052_0388.wav;43
MSP-PODCAST_0052_0428.wav;43
MSP-PODCAST_0052_0440.wav;43
MSP-PODCAST_0052_0528.wav;43
MSP-PODCAST_0052_0537.wav;43
MSP-PODCAST_0052_0611.wav;43
MSP-PODCAST_0058_0061.wav;45
MSP-PODCAST_0058_0071.wav;45
MSP-PODCAST_0058_0179.wav;45
MSP-PODCAST_0058_0181.wav;45
MSP-PODCAST_0058_0189.wav;45
MSP-PODCAST_0058_0217.wav;45
MSP-PODCAST_0058_0243.wav;45
MSP-PODCAST_0058_0302.wav;45
MSP-PODCAST_0058_0326.wav;45
MSP-PODCAST_0058_0343.wav;45
MSP-PODCAST_0058_0369.wav;45
MSP-PODCAST_0058_0411.wav;45
MSP-PODCAST_0058_0415.wav;45
MSP-PODCAST_0058_0424.wav;45
MSP-PODCAST_0058_0426.wav;45
MSP-PODCAST_0058_0446.wav;45
MSP-PODCAST_0058_0546.wav;45
MSP-PODCAST_0058_0564.wav;45
MSP-PODCAST_0058_0579.wav;45
MSP-PODCAST_0058_0153.wav;45
MSP-PODCAST_0058_0202.wav;45
MSP-PODCAST_0058_0209.wav;45
MSP-PODCAST_0058_0223.wav;45
MSP-PODCAST_0058_0241.wav;45
MSP-PODCAST_0058_0242.wav;45
MSP-PODCAST_0058_0333.wav;45
MSP-PODCAST_0058_0349.wav;45
MSP-PODCAST_0058_0357.wav;45
MSP-PODCAST_0058_0389.wav;45
MSP-PODCAST_0058_0394.wav;45
MSP-PODCAST_0058_0401.wav;45
MSP-PODCAST_0058_0407.wav;45
MSP-PODCAST_0058_0428.wav;45
MSP-PODCAST_0058_0450.wav;45
MSP-PODCAST_0058_0516.wav;45
MSP-PODCAST_0058_0566.wav;45
MSP-PODCAST_0058_0570.wav;45
MSP-PODCAST_0058_0002.wav;45
MSP-PODCAST_0058_0158.wav;45
MSP-PODCAST_0058_0195.wav;45
MSP-PODCAST_0058_0219.wav;45
MSP-PODCAST_0058_0221.wav;45
MSP-PODCAST_0058_0236.wav;45
MSP-PODCAST_0058_0297.wav;45
MSP-PODCAST_0058_0331.wav;45
MSP-PODCAST_0058_0337.wav;45
MSP-PODCAST_0058_0361.wav;45
MSP-PODCAST_0058_0383.wav;45
MSP-PODCAST_0058_0391.wav;45
MSP-PODCAST_0058_0417.wav;45
MSP-PODCAST_0058_0438.wav;45
MSP-PODCAST_0058_0544.wav;45
MSP-PODCAST_0058_0568.wav;45
MSP-PODCAST_0058_0613.wav;45
MSP-PODCAST_0531_0324.wav;451
MSP-PODCAST_0531_0347.wav;451
MSP-PODCAST_0531_0558.wav;451
MSP-PODCAST_0531_0701.wav;451
MSP-PODCAST_0531_0716.wav;451
MSP-PODCAST_0726_0009.wav;451
MSP-PODCAST_0726_0010_0001.wav;451
MSP-PODCAST_0726_0010_0002.wav;451
MSP-PODCAST_0726_0011_0001.wav;451
MSP-PODCAST_0726_0011_0002.wav;451
MSP-PODCAST_0726_0013.wav;451
MSP-PODCAST_0726_0018.wav;451
MSP-PODCAST_0726_0030.wav;451
MSP-PODCAST_0726_0031.wav;451
MSP-PODCAST_0726_0041.wav;451
MSP-PODCAST_0726_0042.wav;451
MSP-PODCAST_0726_0043.wav;451
MSP-PODCAST_0726_0050.wav;451
MSP-PODCAST_0726_0054.wav;451
MSP-PODCAST_0726_0056.wav;451
MSP-PODCAST_0726_0058.wav;451
MSP-PODCAST_0726_0059.wav;451
MSP-PODCAST_0726_0060.wav;451
MSP-PODCAST_0726_0061.wav;451
MSP-PODCAST_0726_0063.wav;451
MSP-PODCAST_0726_0064.wav;451
MSP-PODCAST_0726_0066_0001.wav;451
MSP-PODCAST_0726_0066_0002.wav;451
MSP-PODCAST_0726_0131.wav;451
MSP-PODCAST_0726_0143.wav;451
MSP-PODCAST_0726_0146.wav;451
MSP-PODCAST_0726_0147.wav;451
MSP-PODCAST_0726_0148.wav;451
MSP-PODCAST_0726_0160.wav;451
MSP-PODCAST_0726_0184.wav;451
MSP-PODCAST_0726_0194.wav;451
MSP-PODCAST_0726_0204.wav;451
MSP-PODCAST_0726_0208.wav;451
MSP-PODCAST_0726_0209.wav;451
MSP-PODCAST_0726_0210.wav;451
MSP-PODCAST_0726_0212.wav;451
MSP-PODCAST_0726_0213.wav;451
MSP-PODCAST_0726_0214.wav;451
MSP-PODCAST_0726_0215_0001.wav;451
MSP-PODCAST_0726_0215_0002.wav;451
MSP-PODCAST_0726_0216.wav;451
MSP-PODCAST_0726_0218.wav;451
MSP-PODCAST_0726_0221_0001.wav;451
MSP-PODCAST_0726_0224.wav;451
MSP-PODCAST_0726_0227.wav;451
MSP-PODCAST_0726_0228.wav;451
MSP-PODCAST_0726_0229.wav;451
MSP-PODCAST_0726_0230_0001.wav;451
MSP-PODCAST_0726_0230_0002.wav;451
MSP-PODCAST_0726_0230_0003.wav;451
MSP-PODCAST_0726_0231.wav;451
MSP-PODCAST_0726_0232.wav;451
MSP-PODCAST_0726_0259.wav;451
MSP-PODCAST_0726_0262.wav;451
MSP-PODCAST_0726_0264.wav;451
MSP-PODCAST_0726_0265.wav;451
MSP-PODCAST_0726_0266.wav;451
MSP-PODCAST_0726_0267.wav;451
MSP-PODCAST_0726_0268.wav;451
MSP-PODCAST_0726_0269.wav;451
MSP-PODCAST_0726_0270.wav;451
MSP-PODCAST_0726_0271.wav;451
MSP-PODCAST_0726_0274.wav;451
MSP-PODCAST_0726_0276.wav;451
MSP-PODCAST_0726_0277.wav;451
MSP-PODCAST_0726_0281.wav;451
MSP-PODCAST_0726_0282.wav;451
MSP-PODCAST_0726_0284.wav;451
MSP-PODCAST_0726_0286.wav;451
MSP-PODCAST_0726_0288_0001.wav;451
MSP-PODCAST_0726_0288_0002.wav;451
MSP-PODCAST_0726_0288_0003.wav;451
MSP-PODCAST_0726_0289.wav;451
MSP-PODCAST_0726_0290.wav;451
MSP-PODCAST_0726_0294.wav;451
MSP-PODCAST_0726_0295.wav;451
MSP-PODCAST_0726_0296.wav;451
MSP-PODCAST_0726_0297.wav;451
MSP-PODCAST_0726_0298_0001.wav;451
MSP-PODCAST_0726_0298_0002.wav;451
MSP-PODCAST_0726_0300.wav;451
MSP-PODCAST_0726_0301.wav;451
MSP-PODCAST_0726_0302_0001.wav;451
MSP-PODCAST_0726_0303.wav;451
MSP-PODCAST_0726_0306.wav;451
MSP-PODCAST_0726_0308.wav;451
MSP-PODCAST_0726_0309.wav;451
MSP-PODCAST_0726_0312.wav;451
MSP-PODCAST_0726_0316.wav;451
MSP-PODCAST_0726_0318_0001.wav;451
MSP-PODCAST_0726_0318_0003.wav;451
MSP-PODCAST_0726_0319.wav;451
MSP-PODCAST_0726_0321.wav;451
MSP-PODCAST_0726_0322.wav;451
MSP-PODCAST_0726_0333.wav;451
MSP-PODCAST_0726_0342.wav;451
MSP-PODCAST_0726_0343.wav;451
MSP-PODCAST_0726_0347.wav;451
MSP-PODCAST_0726_0348.wav;451
MSP-PODCAST_0726_0350_0002.wav;451
MSP-PODCAST_0726_0350_0003.wav;451
MSP-PODCAST_0726_0351.wav;451
MSP-PODCAST_0726_0354.wav;451
MSP-PODCAST_0726_0356.wav;451
MSP-PODCAST_0726_0357.wav;451
MSP-PODCAST_0726_0368.wav;451
MSP-PODCAST_0726_0369.wav;451
MSP-PODCAST_0726_0370_0002.wav;451
MSP-PODCAST_0726_0372.wav;451
MSP-PODCAST_0726_0373.wav;451
MSP-PODCAST_0726_0374.wav;451
MSP-PODCAST_0726_0380.wav;451
MSP-PODCAST_0726_0381.wav;451
MSP-PODCAST_0726_0382.wav;451
MSP-PODCAST_0726_0383.wav;451
MSP-PODCAST_0726_0385.wav;451
MSP-PODCAST_0726_0389.wav;451
MSP-PODCAST_0726_0391.wav;451
MSP-PODCAST_0726_0392.wav;451
MSP-PODCAST_0726_0395.wav;451
MSP-PODCAST_0726_0396.wav;451
MSP-PODCAST_0726_0397.wav;451
MSP-PODCAST_0726_0398.wav;451
MSP-PODCAST_0726_0400.wav;451
MSP-PODCAST_0726_0401.wav;451
MSP-PODCAST_0726_0402.wav;451
MSP-PODCAST_0726_0404_0001.wav;451
MSP-PODCAST_0726_0405.wav;451
MSP-PODCAST_0727_0141.wav;451
MSP-PODCAST_0727_0163.wav;451
MSP-PODCAST_0727_0183.wav;451
MSP-PODCAST_0727_0186.wav;451
MSP-PODCAST_0727_0265.wav;451
MSP-PODCAST_0727_0274_0001.wav;451
MSP-PODCAST_0727_0285.wav;451
MSP-PODCAST_0727_0293.wav;451
MSP-PODCAST_0727_0294.wav;451
MSP-PODCAST_0726_0008.wav;451
MSP-PODCAST_0726_0012.wav;451
MSP-PODCAST_0726_0049.wav;451
MSP-PODCAST_0726_0065.wav;451
MSP-PODCAST_0726_0107.wav;451
MSP-PODCAST_0726_0130.wav;451
MSP-PODCAST_0726_0145.wav;451
MSP-PODCAST_0726_0261.wav;451
MSP-PODCAST_0726_0272.wav;451
MSP-PODCAST_0726_0280.wav;451
MSP-PODCAST_0726_0287.wav;451
MSP-PODCAST_0726_0293.wav;451
MSP-PODCAST_0726_0298_0003.wav;451
MSP-PODCAST_0726_0307.wav;451
MSP-PODCAST_0726_0355_0001.wav;451
MSP-PODCAST_0726_0403.wav;451
MSP-PODCAST_0726_0016.wav;471
MSP-PODCAST_0726_0021.wav;471
MSP-PODCAST_0726_0022.wav;471
MSP-PODCAST_0726_0023.wav;471
MSP-PODCAST_0726_0024.wav;471
MSP-PODCAST_0726_0025.wav;471
MSP-PODCAST_0726_0026.wav;471
MSP-PODCAST_0726_0027.wav;471
MSP-PODCAST_0726_0028.wav;471
MSP-PODCAST_0726_0029_0003.wav;471
MSP-PODCAST_0726_0032.wav;471
MSP-PODCAST_0726_0035_0001.wav;471
MSP-PODCAST_0726_0035_0002.wav;471
MSP-PODCAST_0726_0039.wav;471
MSP-PODCAST_0726_0040.wav;471
MSP-PODCAST_0726_0069.wav;471
MSP-PODCAST_0726_0070.wav;471
MSP-PODCAST_0726_0071.wav;471
MSP-PODCAST_0726_0073.wav;471
MSP-PODCAST_0726_0076.wav;471
MSP-PODCAST_0726_0077.wav;471
MSP-PODCAST_0726_0079.wav;471
MSP-PODCAST_0726_0080.wav;471
MSP-PODCAST_0726_0081.wav;471
MSP-PODCAST_0726_0082.wav;471
MSP-PODCAST_0726_0083.wav;471
MSP-PODCAST_0726_0086.wav;471
MSP-PODCAST_0726_0087.wav;471
MSP-PODCAST_0726_0089.wav;471
MSP-PODCAST_0726_0090.wav;471
MSP-PODCAST_0726_0093.wav;471
MSP-PODCAST_0726_0094.wav;471
MSP-PODCAST_0726_0097.wav;471
MSP-PODCAST_0726_0098.wav;471
MSP-PODCAST_0726_0099.wav;471
MSP-PODCAST_0726_0100.wav;471
MSP-PODCAST_0726_0101.wav;471
MSP-PODCAST_0726_0103.wav;471
MSP-PODCAST_0726_0108.wav;471
MSP-PODCAST_0726_0109.wav;471
MSP-PODCAST_0726_0110.wav;471
MSP-PODCAST_0726_0111.wav;471
MSP-PODCAST_0726_0112.wav;471
MSP-PODCAST_0726_0113.wav;471
MSP-PODCAST_0726_0114.wav;471
MSP-PODCAST_0726_0115.wav;471
MSP-PODCAST_0726_0118.wav;471
MSP-PODCAST_0726_0120.wav;471
MSP-PODCAST_0726_0122.wav;471
MSP-PODCAST_0726_0132.wav;471
MSP-PODCAST_0726_0133.wav;471
MSP-PODCAST_0726_0137.wav;471
MSP-PODCAST_0726_0151.wav;471
MSP-PODCAST_0726_0152.wav;471
MSP-PODCAST_0726_0153.wav;471
MSP-PODCAST_0726_0154.wav;471
MSP-PODCAST_0726_0155_0001.wav;471
MSP-PODCAST_0726_0155_0002.wav;471
MSP-PODCAST_0726_0155_0004.wav;471
MSP-PODCAST_0726_0156.wav;471
MSP-PODCAST_0726_0157.wav;471
MSP-PODCAST_0726_0158.wav;471
MSP-PODCAST_0726_0167.wav;471
MSP-PODCAST_0726_0169.wav;471
MSP-PODCAST_0726_0170.wav;471
MSP-PODCAST_0726_0173.wav;471
MSP-PODCAST_0726_0174.wav;471
MSP-PODCAST_0726_0175.wav;471
MSP-PODCAST_0726_0176_0002.wav;471
MSP-PODCAST_0726_0176_0003.wav;471
MSP-PODCAST_0726_0177.wav;471
MSP-PODCAST_0726_0178.wav;471
MSP-PODCAST_0726_0181_0002.wav;471
MSP-PODCAST_0726_0185.wav;471
MSP-PODCAST_0726_0189.wav;471
MSP-PODCAST_0726_0190.wav;471
MSP-PODCAST_0726_0191.wav;471
MSP-PODCAST_0726_0193.wav;471
MSP-PODCAST_0726_0195.wav;471
MSP-PODCAST_0726_0196_0003.wav;471
MSP-PODCAST_0726_0199.wav;471
MSP-PODCAST_0726_0206.wav;471
MSP-PODCAST_0726_0207.wav;471
MSP-PODCAST_0726_0236.wav;471
MSP-PODCAST_0726_0237_0001.wav;471
MSP-PODCAST_0726_0237_0002.wav;471
MSP-PODCAST_0726_0238.wav;471
MSP-PODCAST_0726_0239.wav;471
MSP-PODCAST_0726_0240.wav;471
MSP-PODCAST_0726_0242.wav;471
MSP-PODCAST_0726_0243.wav;471
MSP-PODCAST_0726_0246.wav;471
MSP-PODCAST_0726_0251.wav;471
MSP-PODCAST_0726_0252.wav;471
MSP-PODCAST_0726_0253.wav;471
MSP-PODCAST_0726_0254.wav;471
MSP-PODCAST_0726_0256.wav;471
MSP-PODCAST_0726_0323.wav;471
MSP-PODCAST_0726_0324.wav;471
MSP-PODCAST_0726_0328.wav;471
MSP-PODCAST_0726_0329.wav;471
MSP-PODCAST_0726_0334.wav;471
MSP-PODCAST_0726_0337.wav;471
MSP-PODCAST_0726_0338.wav;471
MSP-PODCAST_0726_0340.wav;471
MSP-PODCAST_0726_0341.wav;471
MSP-PODCAST_0726_0345.wav;471
MSP-PODCAST_0726_0359_0003.wav;471
MSP-PODCAST_0726_0360.wav;471
MSP-PODCAST_0726_0362.wav;471
MSP-PODCAST_0726_0363.wav;471
MSP-PODCAST_0726_0365.wav;471
MSP-PODCAST_0727_0013.wav;471
MSP-PODCAST_0727_0206.wav;471
MSP-PODCAST_0727_0208.wav;471
MSP-PODCAST_0727_0210.wav;471
MSP-PODCAST_0727_0215.wav;471
MSP-PODCAST_0727_0231.wav;471
MSP-PODCAST_0727_0249_0002.wav;471
MSP-PODCAST_0727_0253.wav;471
MSP-PODCAST_0727_0256_0001.wav;471
MSP-PODCAST_0727_0269_0001.wav;471
MSP-PODCAST_0727_0269_0003.wav;471
MSP-PODCAST_0726_0037.wav;471
MSP-PODCAST_0726_0072.wav;471
MSP-PODCAST_0726_0096.wav;471
MSP-PODCAST_0726_0139.wav;471
MSP-PODCAST_0726_0140.wav;471
MSP-PODCAST_0726_0196_0002.wav;471
MSP-PODCAST_0726_0198.wav;471
MSP-PODCAST_0726_0234.wav;471
MSP-PODCAST_0726_0249.wav;471
MSP-PODCAST_0726_0325.wav;471
MSP-PODCAST_0726_0327.wav;471
MSP-PODCAST_0726_0330.wav;471
MSP-PODCAST_0726_0344.wav;471
MSP-PODCAST_0726_0359_0002.wav;471
MSP-PODCAST_0119_0008.wav;51
MSP-PODCAST_0119_0022.wav;51
MSP-PODCAST_0119_0036.wav;51
